0	0.2		0.2		0.2		0.2		0.2		0
1	0.20035		0.19992		0.19979		0.20033		0.19961		0
2	0.20074		0.1998		0.19953		0.2008		0.19912		3
3	0.20119		0.19962		0.19915		0.20153		0.1985		3
4	0.20169		0.19934		0.19861		0.20269		0.19767		3
5	0.20226		0.19891		0.19783		0.20443		0.19657		3
6	0.20305		0.19841		0.19682		0.20653		0.19519		3
7	0.20415		0.19799		0.19566		0.20857		0.19362		3
8	0.20547		0.19779		0.1944		0.21043		0.19191		3
9	0.20685		0.19785		0.19306		0.21213		0.1901		3
10	0.20831		0.19805		0.19168		0.21373		0.18823		3
11	0.20997		0.19821		0.19025		0.21525		0.18631		3
12	0.21195		0.19827		0.18875		0.21668		0.18436		3
13	0.21443		0.19815		0.18714		0.21796		0.18232		3
14	0.21772		0.19778		0.18533		0.21902		0.18015		3
15	0.222		0.1971		0.1833		0.21979		0.17781		0
16	0.2268		0.19623		0.18113		0.22045		0.17539		0
17	0.23169		0.19526		0.17891		0.22118		0.17297		0
18	0.23659		0.19417		0.17663		0.22208		0.17054		0
19	0.24144		0.19294		0.17427		0.22327		0.16808		0
20	0.24616		0.19156		0.17183		0.22488		0.16558		0
21	0.25074		0.19003		0.16931		0.22687		0.16305		0
22	0.25528		0.18844		0.16676		0.22896		0.16055		0
23	0.25986		0.18683		0.16424		0.23098		0.1581		0
24	0.26446		0.1852		0.16172		0.23292		0.1557		0
25	0.26908		0.18356		0.15922		0.23478		0.15337		0
26	0.27369		0.18193		0.15673		0.23654		0.15111		0
27	0.2783		0.18031		0.15427		0.23819		0.14893		0
28	0.28288		0.17872		0.15182		0.23973		0.14686		0
29	0.28739		0.17719		0.14939		0.24112		0.14491		0
30	0.2918		0.17575		0.14697		0.24235		0.14312		0
31	0.29603		0.17446		0.14458		0.24339		0.14154		0
32	0.30002		0.1734		0.14219		0.24421		0.14017		0
33	0.30373		0.17268		0.13983		0.24478		0.13899		0
34	0.30713		0.17238		0.1375		0.2451		0.13788		0
35	0.31033		0.17242		0.1352		0.24525		0.1368		0
36	0.31343		0.17258		0.13296		0.24532		0.13572		0
37	0.31652		0.17275		0.13078		0.24532		0.13464		0
38	0.31959		0.17293		0.12866		0.24527		0.13355		0
39	0.32266		0.17311		0.1266		0.24516		0.13246		0
40	0.3257		0.17332		0.12461		0.245		0.13138		0
41	0.32871		0.17354		0.12266		0.2448		0.13029		0
42	0.33169		0.17379		0.12078		0.24454		0.1292		0
43	0.33464		0.17407		0.11896		0.24421		0.12812		0
44	0.33755		0.17439		0.11719		0.24384		0.12703		0
45	0.34042		0.17474		0.11549		0.24341		0.12594		0
46	0.34324		0.17512		0.11384		0.24294		0.12486		0
47	0.34602		0.17552		0.11226		0.24241		0.12379		0
48	0.34877		0.17593		0.11075		0.24184		0.12272		0
49	0.35149		0.17633		0.1093		0.24123		0.12165		0
50	0.35417		0.17672		0.10793		0.24058		0.12059		0
51	0.35682		0.1771		0.10664		0.2399		0.11955		0
52	0.35942		0.17746		0.10543		0.23918		0.11851		0
53	0.362		0.1778		0.10429		0.23842		0.11748		0
54	0.36455		0.17813		0.10322		0.23764		0.11646		0
55	0.36707		0.17845		0.10221		0.23682		0.11545		0
56	0.36958		0.17875		0.10124		0.23598		0.11445		0
57	0.37208		0.17904		0.1003		0.23512		0.11346		0
58	0.37459		0.17932		0.099375		0.23424		0.11247		0
59	0.37712		0.17958		0.098468		0.23333		0.11149		0
60	0.37966		0.17983		0.097573		0.23241		0.11053		0
61	0.38221		0.18007		0.096688		0.23147		0.10956		0
62	0.38479		0.18029		0.095811		0.23051		0.10861		0
63	0.3874		0.18049		0.094942		0.22952		0.10766		0
64	0.39004		0.18067		0.094079		0.2285		0.10671		0
65	0.39272		0.18083		0.093223		0.22746		0.10577		0
66	0.39545		0.18096		0.092371		0.22639		0.10483		0
67	0.39824		0.18107		0.091522		0.22528		0.10389		0
